-25.33,-73.7
-20.6,-82.86
-16.94,-91.25
-9,-95.21
3.2,-91.09
7.32,-91.25
-2.9,-105.9
-14.19,-119.93
-12.51,-114.29
-5.04,-98.42
-4.73,-91.09
-8.54,-88.65
-8.24,-75.84
-7.48,-57.53
-13.89,-47.91
-24.26,-47
-30.36,-41.81
-29.91,-25.94
-25.94,-2.9
-23.35,19.23
-24.41,33.42
-27.62,40.89
-31.28,48.22
-38.45,54.32
-50.81,52.19
-62.41,43.18
-68.36,35.4
-68.97,34.18
-65,39.37
-57.37,46.23
-53.25,45.17
-55.85,33.26
-55.24,21.21
-44.86,16.17
-31.89,12.51
-24.57,5.49
-19.84,-1.83
-15.72,-12.51
-14.95,-31.28
-15.11,-51.27
-11.44,-61.65
-6.56,-66.83
-5.19,-76.75
-4.43,-88.35
0.46,-92.01
5.65,-92.01
4.88,-98.11
1.07,-105.9
0.46,-104.52
1.83,-96.28
-0.15,-91.71
-5.04,-89.42
-10.68,-82.86
-18.62,-75.07
-27.77,-70.5
-32.96,-63.48
-31.59,-48.07
-24.87,-25.33
-18.01,-0.46
-16.63,19.68
-23.19,29.75
-30.52,34.94
-30.52,45.47
-27.47,59.05
-29.45,63.78
-35.25,58.75
-37.54,54.78
-35.1,58.44
-32.04,65.77
-30.98,70.04
-31.43,66.83
-33.42,55.69
-35.4,39.98
-34.94,24.41
-31.59,11.29
-27.16,1.22
-24.57,-8.39
-22.74,-20.45
-17.09,-34.03
-5.8,-43.79
4.43,-48.52
6.1,-56.46
1.98,-72.02
-0.31,-87.89
-0.92,-96.89
-6.71,-104.98
-16.33,-117.34
-18.46,-123.14
-7.93,-111.85
3.51,-94.15
4.88,-86.98
1.07,-84.84
0.92,-73.09
1.98,-54.17
-2.44,-41.81
-11.29,-37.08
-18.31,-30.67
-21.06,-16.94
-21.82,0.92
-25.63,15.72
-33.26,23.96
-40.13,29.6
-42.57,38.45
-43.64,48.83
-46.54,53.71
-50.81,51.42
-54.78,46.23
-57.37,43.79
-54.93,47.91
-47.61,55.08
-42.57,55.69
-43.79,45.93
-45.47,32.65
-43.03,20.9
-40.59,8.09
-41.05,-7.17
-40.44,-19.68
-35.86,-29.6
-30.06,-42.11
-23.8,-55.39
-16.48,-63.32
-11.44,-69.58
-11.14,-81.63
-9.77,-93.08
-4.12,-95.52
-2.59,-96.28
-10.53,-106.81
-18.77,-118.41
-18.16,-116.12
-14.95,-105.29
-18.01,-100.56
-23.5,-98.88
-23.5,-87.43
-19.99,-66.53
-19.53,-48.83
-24.87,-40.44
-30.82,-35.25
-32.04,-23.35
-30.98,-5.65
-34.48,8.24
-41.2,15.56
-43.03,25.63
-40.13,43.03
-41.81,56.3
-50.81,55.85
-59.36,48.68
-62.1,44.71
-60.73,47
-56.61,53.25
-51.57,58.44
-50.35,54.63
-54.63,39.98
-58.14,23.65
-55.39,12.82
-49.29,5.04
-43.49,-2.9
-37.54,-9.92
-32.04,-19.53
-28.84,-35.55
-24.41,-51.12
-16.94,-58.44
-12.82,-64.39
-15.26,-78.43
-17.85,-94.76
-15.87,-102.84
-15.72,-107.27
-20.9,-115.05
-23.8,-119.93
-18.62,-112.46
-11.9,-99.49
-9.92,-91.86
-10.99,-86.82
-12.66,-76.6
-16.78,-64.24
-23.04,-55.85
-28.08,-49.13
-30.52,-39.22
-31.43,-24.57
-31.89,-5.65
-32.65,12.66
-36.47,24.11
-41.81,30.21
-46.39,37.38
-50.51,44.86
-56.92,44.4
-64.24,36.16
-67.75,30.82
-65.16,35.55
-58.29,45.32
-51.27,51.12
-48.22,47.91
-48.52,38.76
-47,28.69
-41.5,19.68
-35.4,9.77
-31.43,-1.22
-29.6,-12.51
-28.08,-26.09
-24.87,-42.27
-18.62,-56
-11.75,-64.85
-9.61,-74.31
-11.29,-87.74
-10.22,-98.72
-4.73,-101.17
-1.83,-101.62
-4.27,-106.05
-4.12,-107.57
4.73,-97.5
15.56,-81.94
18.31,-75.07
11.9,-76.6
2.9,-74.46
-5.19,-65.31
-11.9,-55.39
-16.78,-47
-19.23,-36.47
-20.29,-21.21
-23.35,-4.58
-30.21,7.78
-37.99,15.26
