-46.39,50.81
-58.29,29.3
-63.48,10.22
-61.49,-3.81
-55.85,-13.73
-47.76,-19.07
-40.59,-26.25
-37.69,-41.96
-33.11,-57.83
-19.23,-61.34
-2.14,-58.44
7.32,-63.93
11.44,-76.45
18.77,-82.55
25.63,-84.69
26.4,-92.62
27.47,-99.49
35.1,-93.23
41.05,-82.7
38.76,-80.26
39.22,-75.99
50.96,-57.37
63.32,-34.94
64.24,-24.72
57.98,-22.43
52.95,-15.26
49.29,-0.76
43.49,16.48
34.18,31.28
22.74,40.13
13.43,46.84
7.63,55.54
-0.92,61.8
-16.02,58.59
-31.59,49.74
-39.83,45.62
-39.98,49.9
-36.32,59.51
-33.72,66.68
-37.08,63.32
-46.54,48.07
-53.86,30.67
-51.73,20.45
-42.27,16.17
-32.65,11.9
-26.25,5.19
-24.41,-7.32
-25.63,-27.16
-22.74,-45.62
-11.9,-53.71
-0.61,-57.37
4.88,-67.29
10.38,-78.58
23.04,-79.65
36.16,-74.31
40.59,-77.21
40.28,-86.21
45.17,-85.91
53.86,-75.07
57.68,-66.68
57.22,-63.02
58.75,-54.47
60.42,-40.44
56.3,-29.75
48.07,-24.41
41.66,-16.94
39.22,-3.05
37.54,15.11
32.96,30.36
24.87,38.6
17.09,44.56
11.44,54.02
3.51,63.63
-9.16,64.85
-22.89,58.44
-34.48,50.51
-44.71,44.86
-51.27,44.4
-50.35,50.51
-46.84,54.93
-48.22,49.13
-51.88,37.54
-50.51,28.23
-46.39,19.53
-44.56,7.78
-42.27,-3.2
-35.55,-11.75
-27.01,-23.65
-19.23,-38.76
-10.99,-50.35
-2.14,-56.92
5.65,-63.63
13.73,-70.34
22.74,-73.39
26.7,-77.36
23.65,-87.28
23.65,-93.38
34.94,-83.92
48.68,-66.99
53.1,-58.9
51.27,-57.68
52.19,-49.59
54.02,-34.79
51.57,-22.28
48.07,-11.75
47.91,1.53
48.52,16.63
44.71,31.43
35.25,43.64
24.11,51.27
15.87,57.68
11.44,68.21
5.04,79.5
-8.54,81.18
-23.5,74.16
-31.74,69.58
-33.87,71.26
-35.55,74.77
-38.6,75.68
-42.11,72.17
-46.39,63.93
-49.9,53.56
-49.74,44.1
-46.23,34.64
-41.81,24.57
-37.08,15.56
-33.57,4.43
-31.89,-13.12
-27.01,-30.36
-15.41,-38.3
-3.51,-42.42
2.44,-52.49
7.78,-63.93
18.92,-65.46
29.6,-62.1
32.81,-65
34.03,-69.89
40.13,-66.83
45.78,-61.19
44.56,-61.65
43.64,-60.58
49.74,-48.07
55.39,-32.96
52.03,-27.62
43.18,-26.7
37.23,-19.84
35.1,-6.26
32.5,9.61
26.4,25.02
19.68,38.3
16.78,50.81
16.48,64.39
10.22,73.24
-5.34,70.65
-21.21,61.65
-28.99,57.07
-32.65,57.98
-37.38,60.42
-40.44,63.48
-40.44,63.93
-42.57,56
-48.37,40.28
-51.12,25.79
-46.84,17.24
-38.91,11.29
-31.59,3.51
-26.86,-8.7
-25.33,-26.7
-24.57,-46.54
-19.99,-60.12
-12.21,-66.83
-5.34,-74.62
1.68,-84.69
12.97,-87.59
25.94,-82.7
32.96,-81.94
33.87,-88.96
35.25,-92.93
40.28,-88.2
45.62,-81.79
50.35,-75.99
54.93,-64.7
57.37,-49.29
55.54,-36.77
51.27,-28.53
44.71,-21.97
35.86,-15.26
28.69,-3.36
26.09,15.56
24.87,34.94
21.82,47.76
16.33,56
5.19,59.81
-14.95,53.86
-36.62,40.89
-47.3,32.65
-45.17,37.84
-38.15,51.88
-33.42,63.93
-34.33,64.39
-42.11,51.73
-51.27,34.94
-54.63,22.13
-52.49,12.66
-49.44,1.83
-46.69,-9.46
-42.72,-19.99
-37.84,-32.04
-29.91,-44.1
-14.5,-48.52
4.27,-46.69
15.87,-50.66
18.77,-63.78
22.58,-73.55
29.91,-75.53
32.35,-80.26
32.04,-88.35
40.59,-83.92
56.76,-65.31
65,-52.8
61.19,-54.02
57.37,-52.03
59.05,-37.54
59.66,-20.75
56.61,-9.31
53.41,0.92
49.29,12.05
41.96,23.19
32.81,34.79
23.35,45.01
15.11,53.56
9,62.87
0.92,70.65
-14.8,69.58
-32.5,61.34
-40.89,57.68
-39.67,63.32
-37.08,72.48
-37.84,77.82
-43.33,73.7
-54.02,57.98
