-236.05,5.8
-235.14,-13.58
-235.9,-39.37
-237.73,-75.38
-229.95,-110.32
-198.67,-123.6
-153.81,-121.92
-121.15,-133.21
-99.18,-157.93
-63.63,-167.54
-16.17,-159.91
19.84,-160.98
47.91,-169.53
90.03,-160.06
138.4,-135.8
168.76,-124.05
188.75,-119.32
220.18,-95.37
254.82,-56.61
270.54,-28.38
267.79,-13.73
262.15,2.14
262.15,29.3
266.57,69.43
261.38,108.64
232.39,126.8
190.58,129.55
159.76,142.97
136.41,167.85
96.44,175.63
42.42,161.74
-2.29,149.99
-34.48,149.99
-66.99,152.28
-97.96,153.35
-121.46,152.74
-148.16,139.16
-184.94,107.27
-217.13,71.56
-230.1,46.39
-228.27,31.28
-223.69,16.33
-223.39,-8.7
-225.37,-45.47
-213.47,-76.6
-178.83,-85.75
-140.53,-89.57
-118.56,-111.39
-97.2,-137.48
-52.8,-138.4
0.61,-124.51
34.33,-127.11
57.68,-139.01
97.81,-129.7
146.64,-105.13
178.53,-93.69
199.13,-89.26
228.58,-66.68
259.55,-30.82
272.22,-5.19
269.01,8.39
265.81,26.4
269.17,57.22
272.83,97.35
262.76,131.68
232.39,148.32
195.31,155.64
167.08,170.75
136.11,185.55
85.91,181.27
29.91,165.56
-10.83,159.3
-41.96,160.98
-75.84,159.91
-104.68,159.91
-124.97,160.52
-152.13,146.03
-189.67,112.61
-217.74,79.8
-225.98,59.05
-223.69,43.64
-220.49,25.94
-220.34,0.15
-222.78,-36.47
-212.71,-68.97
-178.22,-80.41
-136.11,-83.16
-108.49,-99.79
-83.47,-121.31
-39.98,-123.14
7.02,-116.27
34.33,-126.04
56.76,-139.77
98.88,-128.63
146.94,-102.84
176.24,-91.55
197.75,-85.6
231.17,-59.51
264.13,-21.21
276.64,4.73
274.96,19.07
274.66,38.76
279.69,71.11
280.76,108.95
263.67,135.65
225.07,143.28
186.16,148.77
162.81,169.98
137.94,191.65
91.09,189.97
38.76,175.63
3.81,171.97
-24.87,174.26
-63.93,167.24
-101.93,156.86
-128.63,149.69
-157.47,133.82
-194.24,102.84
-221.25,70.8
-227.66,49.59
-224,34.64
-222.02,16.33
-224,-11.9
-224.15,-49.13
-207.98,-78.43
-170.59,-86.52
-131.84,-91.09
