16.48,170.9
-15.72,172.73
-45.01,177.61
-79.04,176.54
-107.73,175.17
-133.06,169.07
-167.69,144.96
-205.69,108.18
-228.12,77.36
-232.85,57.07
-231.32,39.52
-230.87,18.01
-233,-12.97
-230.56,-49.59
-208.74,-73.7
-167.39,-78.43
-129.85,-85.91
-106.05,-110.02
-76.29,-129.24
-30.36,-126.95
10.22,-124.36
36.01,-136.26
69.43,-139.92
120.09,-118.71
164.18,-97.05
189.97,-91.55
215.76,-80.26
250.85,-46.69
276.79,-9
282.44,13.28
278.63,27.01
278.63,48.37
282.9,83.16
279.69,120.7
255.13,142.21
216.06,148.47
185.55,162.96
165.41,190.73
130,204.01
72.63,189.82
19.23,173.03
-15.56,171.2
-45.93,173.65
-79.96,170.75
-109.86,166.78
-139.01,155.33
-177.15,126.8
-214.23,91.09
-231.63,65.61
-230.56,50.51
-226.14,35.55
-226.29,12.97
-230.71,-21.67
-228.27,-61.04
-204.32,-84.99
-163.57,-90.33
-130.77,-102.08
-110.17,-129.09
-76.14,-143.74
-21.97,-133.67
23.8,-127.26
49.59,-140.69
80.41,-146.48
127.41,-128.17
167.24,-110.02
190.89,-105.59
219.73,-90.79
257.72,-54.78
279.85,-22.43
276.64,-10.22
267.18,-2.14
269.17,22.13
279.54,63.02
281.37,104.52
259.55,127.72
221.71,134.89
191.35,148.77
171.05,175.48
135.96,189.06
77.82,175.02
21.82,155.49
-16.33,149.69
-48.98,150.15
-83.16,148.77
-110.78,148.77
-135.96,142.52
-171.36,117.03
-210.72,79.04
-234.99,47.3
-240.78,26.86
-239.72,9.31
-240.63,-13.28
-243.68,-45.93
-237.73,-80.72
-208.13,-97.2
-162.05,-95.21
-125.73,-102.23
-103.91,-128.02
-70.8,-143.74
-18.77,-135.65
24.87,-130.16
49.13,-144.2
77.51,-152.13
121.31,-137.33
159.76,-120.39
186.46,-112.15
220.79,-91.25
263.37,-50.05
288.7,-13.73
288.7,2.75
281.37,13.89
281.07,36.32
286.25,72.17
283.97,110.02
261.23,132.29
223.54,139.77
191.96,153.05
168,176.7
129.55,187.23
72.02,173.65
19.53,157.93
-16.94,155.49
-49.9,157.47
-84.23,157.17
-111.69,156.86
-139.01,148.16
-178.22,120.85
-217.74,85.14
-238.34,57.68
-240.02,39.98
-234.83,25.02
-230.26,7.17
-229.19,-21.82
-224,-57.07
-199.28,-78.28
-158.69,-81.02
-126.34,-90.33
-106.05,-115.81
-73.39,-130.77
-23.96,-124.21
14.19,-123.9
34.64,-142.67
66.22,-148.93
119.63,-125.12
167.39,-99.33
195.01,-89.87
221.86,-75.99
256.35,-43.33
280,-11.29
282.75,6.41
278.17,21.06
278.93,45.32
283.97,81.02
278.93,117.03
251.77,137.48
211.79,143.74
182.5,158.08
163.12,185.85
127.11,200.35
70.04,188.45
18.62,172.27
-17.09,168
-52.8,166.17
-92.01,160.52
-122.22,157.17
-146.94,150.15
-179.75,126.65
-213.78,94.6
-229.95,71.87
-228.73,58.29
-224.46,42.57
-226.29,16.78
-233.31,-21.21
-233,-61.34
-208.59,-83.31
-165.1,-85.45
-128.78,-92.77
-104.52,-114.9
-66.99,-125.89
-10.83,-115.05
33.57,-110.17
56.92,-123.9
86.98,-128.78
134.89,-110.17
175.63,-91.86
200.65,-85.75
229.64,-69.27
266.72,-33.72
289.31,-1.68
290.83,14.34
288.54,30.52
294.65,61.04
304.87,104.06
303.34,143.59
276.95,162.81
234.53,166.32
201.42,178.38
179.9,204.01
145.42,217.29
91.4,205.99
40.59,191.96
3.36,189.36
-33.42,187.53
-71.72,181.27
-99.79,178.83
-123.29,173.19
-156.1,149.84
-190.12,116.73
-205.23,93.08
-202.33,80.72
-196.84,66.99
-197.6,43.64
-202.18,7.93
-198.21,-30.06
-169.68,-48.83
-123.44,-48.07
-86.67,-55.54
-65.16,-81.63
-32.65,-99.33
16.78,-95.67
55.24,-95.98
75.84,-112.15
107.12,-116.12
157.93,-94.76
201.57,-73.09
229.95,-62.1
263.82,-40.13
303.8,-2.14
325.62,28.69
324.55,43.49
319.67,58.44
322.57,85.75
328.67,123.29
323.94,158.84
297.09,177.76
256.2,181.88
224.3,193.33
201.11,216.52
162.51,227.2
105.9,214.84
56.92,201.42
24.57,200.96
-7.32,202.48
-42.11,200.35
-68.51,200.35
-92.01,194.09
-126.04,168.91
-161.9,133.21
-181.12,105.44
-182.5,88.2
